person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22.0,male,Bachelor,73249.0,0,RENT,9600.0,PERSONAL,7.9,0.13,3.0,674,No,0
24.0,female,Bachelor,29691.0,1,RENT,6500.0,EDUCATION,11.36,0.22,2.0,655,Yes,0
22.0,female,Bachelor,20379.0,0,RENT,5000.0,DEBTCONSOLIDATION,12.53,0.25,2.0,642,No,1
32.0,male,Bachelor,181264.0,13,RENT,7809.0,EDUCATION,12.07,0.04,9.0,521,Yes,0
26.0,male,Master,199247.0,2,MORTGAGE,20000.0,EDUCATION,13.22,0.1,2.0,659,Yes,0
22.0,female,Bachelor,58540.0,1,MORTGAGE,6500.0,VENTURE,10.62,0.11,3.0,647,Yes,0
22.0,male,Associate,33503.0,0,RENT,5000.0,VENTURE,11.01,0.15,2.0,647,No,1
28.0,female,Associate,39498.0,7,RENT,12000.0,DEBTCONSOLIDATION,14.26,0.3,10.0,707,No,1
27.0,female,Bachelor,43055.0,1,RENT,12000.0,PERSONAL,9.91,0.28,8.0,551,No,1
37.0,male,Associate,68620.0,16,MORTGAGE,15879.0,VENTURE,8.5,0.23,12.0,595,Yes,0
29.0,female,Bachelor,51677.0,4,RENT,5000.0,PERSONAL,11.01,0.1,6.0,705,No,0
37.0,male,Master,57278.0,16,MORTGAGE,13750.0,EDUCATION,13.98,0.24,13.0,690,No,0
22.0,female,Associate,66012.0,0,RENT,7000.0,DEBTCONSOLIDATION,13.61,0.11,4.0,654,Yes,0
24.0,female,High School,60869.0,1,MORTGAGE,4000.0,MEDICAL,11.01,0.07,2.0,635,No,0
23.0,male,High School,49036.0,3,MORTGAGE,5000.0,VENTURE,6.62,0.1,4.0,596,Yes,0
36.0,male,High School,114962.0,12,RENT,7375.0,VENTURE,8.94,0.06,15.0,626,No,0
28.0,female,Associate,103242.0,6,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.59,0.07,5.0,714,Yes,0
29.0,male,Associate,195789.0,6,RENT,25000.0,MEDICAL,20.0,0.13,9.0,675,No,1
25.0,female,Bachelor,84988.0,2,MORTGAGE,12800.0,MEDICAL,13.11,0.15,4.0,650,No,0
27.0,female,Associate,136245.0,5,MORTGAGE,24000.0,EDUCATION,11.0,0.18,5.0,651,Yes,0
31.0,male,Bachelor,81874.0,9,RENT,8000.0,VENTURE,6.58,0.1,7.0,590,Yes,0
27.0,female,Associate,268928.0,8,RENT,25000.0,EDUCATION,18.3,0.09,9.0,677,No,1
29.0,female,High School,66898.0,5,RENT,14000.0,EDUCATION,11.48,0.21,7.0,601,Yes,0
24.0,male,Bachelor,40645.0,3,RENT,6000.0,DEBTCONSOLIDATION,14.16,0.15,4.0,682,No,1
28.0,female,High School,41957.0,2,MORTGAGE,12000.0,PERSONAL,11.01,0.29,8.0,679,No,1
22.0,male,Bachelor,60870.0,0,RENT,7500.0,PERSONAL,8.32,0.12,4.0,667,Yes,0
24.0,male,High School,109001.0,1,MORTGAGE,8000.0,DEBTCONSOLIDATION,12.99,0.07,2.0,615,Yes,0
30.0,female,High School,60808.0,7,MORTGAGE,5000.0,VENTURE,7.88,0.08,5.0,679,No,0
30.0,male,Associate,48621.0,7,RENT,16666.0,MEDICAL,12.89,0.34,7.0,637,No,1
29.0,female,High School,78259.0,9,RENT,18000.0,MEDICAL,11.46,0.23,6.0,644,No,1
35.0,male,Associate,39389.0,11,RENT,14500.0,MEDICAL,6.17,0.37,9.0,665,No,1
26.0,male,Bachelor,60867.0,0,MORTGAGE,20000.0,HOMEIMPROVEMENT,14.75,0.33,4.0,585,Yes,0
24.0,female,Associate,58560.0,1,RENT,2161.0,HOMEIMPROVEMENT,14.77,0.04,4.0,652,Yes,0
39.0,female,High School,102989.0,17,RENT,12000.0,HOMEIMPROVEMENT,6.03,0.12,12.0,543,Yes,0
24.0,female,Associate,126960.0,3,MORTGAGE,5907.0,DEBTCONSOLIDATION,11.22,0.05,3.0,625,Yes,0
23.0,female,Bachelor,78962.0,1,RENT,15000.0,MEDICAL,7.88,0.19,3.0,636,No,0
23.0,male,Master,86856.0,2,RENT,10000.0,EDUCATION,7.51,0.12,2.0,704,Yes,0
23.0,male,Associate,41795.0,0,RENT,5000.0,VENTURE,7.88,0.12,4.0,638,No,0
23.0,male,Bachelor,79179.0,2,RENT,3600.0,DEBTCONSOLIDATION,11.49,0.05,2.0,619,No,0
27.0,female,High School,42212.0,3,RENT,5600.0,DEBTCONSOLIDATION,15.96,0.13,10.0,653,No,1
24.0,female,Master,109161.0,4,MORTGAGE,13000.0,MEDICAL,12.42,0.12,3.0,616,No,0
32.0,male,Associate,37319.0,9,RENT,14300.0,EDUCATION,13.49,0.38,8.0,711,No,1
28.0,female,Bachelor,150992.0,5,MORTGAGE,9975.0,VENTURE,7.4,0.07,8.0,673,Yes,0
25.0,female,Associate,164378.0,4,MORTGAGE,15600.0,HOMEIMPROVEMENT,19.42,0.09,2.0,650,No,1
26.0,male,Associate,32292.0,5,RENT,3825.0,DEBTCONSOLIDATION,14.27,0.12,4.0,666,No,0
32.0,male,High School,65523.0,5,MORTGAGE,11200.0,PERSONAL,6.03,0.17,9.0,610,Yes,0
28.0,male,Associate,37639.0,5,RENT,7000.0,HOMEIMPROVEMENT,14.96,0.19,7.0,624,No,1
25.0,male,Bachelor,120643.0,2,MORTGAGE,15000.0,EDUCATION,7.88,0.12,2.0,501,Yes,0
53.0,male,Doctorate,105115.0,31,RENT,15000.0,HOMEIMPROVEMENT,8.5,0.14,21.0,756,Yes,0
29.0,male,Bachelor,45675.0,5,RENT,10000.0,MEDICAL,12.53,0.22,5.0,660,Yes,0
34.0,female,High School,43276.0,11,RENT,15000.0,VENTURE,10.99,0.35,5.0,682,No,1
23.0,female,Bachelor,20401.0,4,MORTGAGE,2275.0,DEBTCONSOLIDATION,13.06,0.11,4.0,573,Yes,0
21.0,female,High School,69826.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.03,0.11,2.0,626,Yes,0
40.0,female,High School,34423.0,17,RENT,5000.0,VENTURE,12.99,0.15,13.0,671,Yes,0
36.0,male,Bachelor,96613.0,10,MORTGAGE,10000.0,VENTURE,7.35,0.1,11.0,654,No,0
47.0,female,Master,202441.0,24,MORTGAGE,8775.0,EDUCATION,8.49,0.04,12.0,615,Yes,0
33.0,male,Bachelor,133290.0,8,RENT,12000.0,HOMEIMPROVEMENT,10.65,0.09,5.0,613,No,0
23.0,female,Master,42777.0,0,RENT,5000.0,HOMEIMPROVEMENT,10.99,0.12,2.0,600,No,1
24.0,female,Bachelor,66684.0,1,MORTGAGE,9525.0,MEDICAL,11.66,0.14,3.0,697,No,1
44.0,male,Bachelor,96766.0,21,RENT,6400.0,PERSONAL,13.16,0.07,11.0,688,Yes,0
26.0,female,Bachelor,65379.0,4,RENT,8000.0,MEDICAL,5.63,0.12,4.0,662,No,0
35.0,male,Associate,58951.0,9,RENT,11500.0,MEDICAL,11.11,0.2,9.0,605,No,0
34.0,male,Bachelor,73054.0,11,MORTGAGE,1500.0,EDUCATION,6.03,0.02,6.0,651,No,0
27.0,male,High School,121502.0,6,MORTGAGE,15000.0,EDUCATION,14.65,0.12,6.0,558,No,0
23.0,female,Bachelor,26468.0,0,RENT,4200.0,PERSONAL,15.23,0.16,4.0,567,Yes,0
34.0,female,Associate,35858.0,11,RENT,5000.0,EDUCATION,10.36,0.14,10.0,677,Yes,0
31.0,female,Bachelor,66230.0,7,RENT,12000.0,PERSONAL,10.99,0.18,9.0,704,Yes,0
23.0,female,High School,72759.0,2,RENT,3600.0,VENTURE,9.99,0.05,3.0,523,Yes,0
27.0,male,Master,49163.0,4,RENT,13000.0,VENTURE,12.66,0.26,6.0,627,No,1
33.0,female,Associate,65823.0,10,RENT,10000.0,VENTURE,8.9,0.15,5.0,584,Yes,0
28.0,female,Associate,65954.0,2,MORTGAGE,1200.0,HOMEIMPROVEMENT,7.51,0.02,7.0,666,No,0
34.0,male,Associate,133098.0,10,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.99,0.08,8.0,598,Yes,0
22.0,male,Bachelor,97042.0,1,RENT,8000.0,VENTURE,18.39,0.08,3.0,512,No,0
32.0,female,Bachelor,55012.0,10,RENT,5000.0,DEBTCONSOLIDATION,10.36,0.09,5.0,677,Yes,0
23.0,male,Bachelor,94695.0,2,RENT,17000.0,MEDICAL,10.99,0.18,3.0,651,No,0
36.0,female,Bachelor,42029.0,15,RENT,8000.0,HOMEIMPROVEMENT,17.74,0.19,17.0,682,No,1
27.0,male,High School,73061.0,7,RENT,20000.0,EDUCATION,10.99,0.27,6.0,606,No,1
27.0,male,High School,53934.0,3,MORTGAGE,10000.0,PERSONAL,7.92,0.19,8.0,680,No,0
23.0,female,Associate,30343.0,1,RENT,5550.0,VENTURE,12.53,0.18,4.0,631,No,0
26.0,female,Bachelor,102532.0,4,RENT,9000.0,MEDICAL,11.26,0.09,2.0,657,No,0
33.0,male,Associate,225400.0,13,MORTGAGE,25000.0,EDUCATION,14.46,0.11,8.0,670,Yes,0
53.0,male,High School,32910.0,30,RENT,2500.0,DEBTCONSOLIDATION,11.01,0.08,28.0,639,Yes,0
26.0,male,Bachelor,36762.0,3,RENT,5356.0,EDUCATION,12.33,0.15,4.0,665,No,0
26.0,male,Associate,92162.0,3,MORTGAGE,7400.0,EDUCATION,7.51,0.08,2.0,657,Yes,0
47.0,female,High School,31040.0,21,OWN,10750.0,PERSONAL,14.22,0.35,16.0,569,Yes,0
45.0,female,Bachelor,65948.0,24,RENT,19425.0,DEBTCONSOLIDATION,11.99,0.29,17.0,640,No,1
26.0,male,High School,23956.0,8,OWN,4500.0,PERSONAL,7.88,0.19,3.0,580,No,1
26.0,male,Bachelor,152217.0,4,MORTGAGE,7500.0,HOMEIMPROVEMENT,13.92,0.05,3.0,673,No,0
24.0,female,High School,49035.0,2,MORTGAGE,5000.0,MEDICAL,13.95,0.1,4.0,572,Yes,0
23.0,male,Associate,37326.0,0,RENT,9000.0,MEDICAL,14.61,0.24,4.0,533,No,1
27.0,female,Associate,84885.0,2,MORTGAGE,5200.0,HOMEIMPROVEMENT,7.51,0.06,10.0,713,No,0
39.0,male,High School,53554.0,16,OWN,10000.0,PERSONAL,7.62,0.19,15.0,656,Yes,0
21.0,male,High School,24961.0,1,RENT,3000.0,DEBTCONSOLIDATION,10.37,0.12,4.0,661,No,0
31.0,male,Master,145158.0,11,MORTGAGE,10000.0,MEDICAL,7.51,0.07,7.0,668,Yes,0
32.0,male,Bachelor,28691.0,10,RENT,1105.0,MEDICAL,12.38,0.04,7.0,641,Yes,0
24.0,male,Bachelor,49804.0,5,RENT,4795.0,EDUCATION,13.83,0.1,4.0,625,No,0
23.0,female,Master,67078.0,4,MORTGAGE,8000.0,MEDICAL,13.85,0.12,2.0,709,Yes,0
40.0,male,Associate,39691.0,21,RENT,8000.0,DEBTCONSOLIDATION,14.79,0.2,15.0,618,No,1
23.0,female,High School,53749.0,0,RENT,5000.0,MEDICAL,11.25,0.09,3.0,625,No,1
27.0,female,Bachelor,82638.0,7,MORTGAGE,3000.0,HOMEIMPROVEMENT,14.65,0.04,10.0,710,Yes,0
31.0,male,Bachelor,68785.0,11,RENT,7500.0,VENTURE,11.48,0.11,9.0,592,No,0
27.0,male,Master,73021.0,7,RENT,7000.0,VENTURE,19.47,0.1,7.0,684,Yes,0
23.0,female,Master,72725.0,0,RENT,8000.0,EDUCATION,11.36,0.11,4.0,626,No,0
23.0,male,High School,55329.0,0,RENT,11200.0,PERSONAL,10.59,0.2,4.0,593,Yes,0
26.0,female,Bachelor,37119.0,5,RENT,5000.0,DEBTCONSOLIDATION,9.23,0.13,4.0,657,No,1
35.0,male,Master,47514.0,11,RENT,10000.0,MEDICAL,12.36,0.21,7.0,642,No,1
26.0,female,Master,53607.0,4,RENT,5600.0,VENTURE,9.63,0.1,2.0,635,Yes,0
37.0,male,Associate,74602.0,13,MORTGAGE,6350.0,MEDICAL,7.51,0.09,14.0,657,Yes,0
23.0,female,Associate,65834.0,4,RENT,8000.0,DEBTCONSOLIDATION,10.99,0.12,4.0,626,Yes,0
25.0,female,Bachelor,46106.0,3,RENT,3964.0,EDUCATION,12.57,0.09,7.0,623,Yes,0
27.0,female,Bachelor,84468.0,8,MORTGAGE,6500.0,MEDICAL,10.74,0.08,10.0,608,Yes,0
25.0,female,Master,53212.0,3,MORTGAGE,3600.0,EDUCATION,14.79,0.07,2.0,690,Yes,0
27.0,male,High School,97030.0,2,OWN,9000.0,PERSONAL,12.21,0.09,8.0,615,Yes,0
23.0,female,High School,51306.0,0,MORTGAGE,14791.0,EDUCATION,13.07,0.29,4.0,551,Yes,0
38.0,female,Master,57540.0,13,RENT,4775.0,MEDICAL,11.01,0.08,13.0,656,Yes,0
23.0,male,Bachelor,36922.0,1,RENT,3000.0,VENTURE,8.35,0.08,3.0,682,Yes,0
23.0,male,High School,39546.0,0,RENT,5000.0,MEDICAL,11.01,0.13,2.0,624,Yes,0
22.0,male,Bachelor,40060.0,2,MORTGAGE,1000.0,HOMEIMPROVEMENT,15.27,0.02,2.0,598,No,1
24.0,male,Bachelor,91071.0,5,MORTGAGE,3000.0,EDUCATION,5.42,0.03,3.0,561,Yes,0
25.0,male,Associate,159455.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.89,0.06,3.0,679,Yes,0
23.0,female,Master,22557.0,0,RENT,4500.0,DEBTCONSOLIDATION,12.21,0.2,3.0,712,No,1
25.0,female,High School,112653.0,0,RENT,10000.0,EDUCATION,9.12,0.09,5.0,647,Yes,0
28.0,male,Associate,60921.0,4,RENT,8490.0,VENTURE,14.03,0.14,6.0,646,Yes,0
41.0,male,Associate,132989.0,19,MORTGAGE,30000.0,VENTURE,9.91,0.23,17.0,687,No,0
27.0,male,Bachelor,55268.0,4,MORTGAGE,10000.0,EDUCATION,10.65,0.18,8.0,561,Yes,0
24.0,female,High School,60570.0,0,RENT,6000.0,EDUCATION,16.07,0.1,4.0,664,Yes,0
24.0,male,High School,65754.0,1,RENT,8000.0,MEDICAL,9.81,0.12,4.0,625,No,0
46.0,male,High School,99856.0,24,MORTGAGE,6600.0,PERSONAL,7.66,0.07,13.0,546,Yes,0
32.0,male,Associate,64437.0,8,RENT,15000.0,PERSONAL,16.29,0.23,6.0,683,No,0
29.0,male,Master,157210.0,6,MORTGAGE,6000.0,DEBTCONSOLIDATION,13.04,0.04,9.0,669,No,0
25.0,male,Associate,180870.0,2,MORTGAGE,12500.0,MEDICAL,11.58,0.07,4.0,675,Yes,0
48.0,female,High School,44229.0,28,RENT,10000.0,MEDICAL,12.87,0.23,23.0,709,No,0
26.0,female,Bachelor,42960.0,5,RENT,6380.0,MEDICAL,15.95,0.15,6.0,686,No,1
52.0,male,Master,37117.0,28,RENT,5000.0,VENTURE,12.73,0.13,18.0,656,Yes,0
28.0,male,High School,33591.0,7,OWN,2400.0,PERSONAL,10.99,0.07,5.0,689,No,0
25.0,male,Master,41827.0,7,MORTGAGE,15450.0,MEDICAL,11.22,0.37,4.0,640,No,1
21.0,male,Bachelor,27714.0,1,RENT,4800.0,MEDICAL,7.88,0.17,2.0,679,No,0
24.0,male,Associate,84004.0,5,RENT,6000.0,DEBTCONSOLIDATION,15.86,0.07,4.0,632,No,1
25.0,female,Bachelor,168913.0,5,MORTGAGE,22000.0,MEDICAL,8.88,0.13,3.0,656,No,0
22.0,male,High School,84933.0,0,OWN,8000.0,VENTURE,13.24,0.09,3.0,600,No,0
26.0,female,Bachelor,90978.0,3,RENT,20000.0,MEDICAL,6.91,0.22,4.0,652,Yes,0
22.0,male,High School,85073.0,0,MORTGAGE,13750.0,VENTURE,10.75,0.16,3.0,657,Yes,0
26.0,male,Master,76591.0,5,RENT,6000.0,HOMEIMPROVEMENT,13.23,0.08,2.0,711,Yes,0
47.0,male,Associate,198785.0,26,MORTGAGE,19800.0,HOMEIMPROVEMENT,15.65,0.1,16.0,665,No,0
25.0,female,High School,57091.0,0,MORTGAGE,15000.0,MEDICAL,8.91,0.26,5.0,596,Yes,0
26.0,female,High School,70284.0,5,RENT,7000.0,PERSONAL,7.79,0.1,4.0,636,No,0
23.0,female,Bachelor,28372.0,0,MORTGAGE,4800.0,PERSONAL,5.79,0.17,2.0,667,No,0
30.0,female,Associate,148393.0,5,MORTGAGE,7000.0,EDUCATION,8.37,0.05,10.0,635,No,0
35.0,male,Associate,41730.0,14,MORTGAGE,12800.0,DEBTCONSOLIDATION,8.94,0.31,7.0,636,Yes,0
34.0,female,Associate,84792.0,10,RENT,22650.0,VENTURE,11.01,0.27,6.0,679,No,1
24.0,female,Bachelor,83935.0,3,RENT,16000.0,DEBTCONSOLIDATION,11.89,0.19,4.0,602,No,1
29.0,female,Master,253340.0,7,MORTGAGE,14000.0,MEDICAL,12.42,0.06,6.0,739,No,0
22.0,female,Bachelor,44865.0,1,MORTGAGE,9950.0,VENTURE,7.29,0.22,3.0,658,Yes,0
22.0,male,Bachelor,44221.0,0,RENT,5000.0,MEDICAL,16.32,0.11,4.0,647,No,1
26.0,male,Master,62704.0,2,RENT,5000.0,HOMEIMPROVEMENT,8.94,0.08,2.0,645,No,1
26.0,male,Associate,40684.0,0,RENT,4000.0,EDUCATION,9.88,0.1,3.0,557,Yes,0
23.0,male,High School,55020.0,0,MORTGAGE,3000.0,PERSONAL,7.05,0.05,3.0,630,No,0
44.0,male,Associate,91141.0,21,MORTGAGE,6000.0,EDUCATION,8.9,0.07,11.0,609,Yes,0
34.0,male,Bachelor,134540.0,15,RENT,6000.0,HOMEIMPROVEMENT,9.99,0.04,9.0,717,No,0
27.0,male,Doctorate,44927.0,4,RENT,9000.0,MEDICAL,7.49,0.2,8.0,727,No,0
23.0,male,Bachelor,85063.0,0,MORTGAGE,15000.0,PERSONAL,13.47,0.18,4.0,565,Yes,0
30.0,female,Associate,79212.0,6,MORTGAGE,7500.0,DEBTCONSOLIDATION,6.17,0.09,9.0,677,No,0
34.0,female,Associate,78897.0,12,MORTGAGE,11200.0,DEBTCONSOLIDATION,7.88,0.14,6.0,649,No,0
33.0,male,Bachelor,18202.0,13,OWN,2000.0,VENTURE,14.79,0.11,10.0,676,Yes,0
29.0,female,High School,78431.0,6,RENT,10000.0,MEDICAL,8.94,0.13,7.0,624,No,0
32.0,male,High School,86096.0,12,MORTGAGE,14000.0,MEDICAL,6.99,0.16,8.0,635,Yes,0
41.0,female,High School,49106.0,18,MORTGAGE,1500.0,MEDICAL,10.36,0.03,16.0,607,Yes,0
22.0,female,Associate,32047.0,4,RENT,8000.0,EDUCATION,11.99,0.25,4.0,672,No,1
38.0,female,High School,102704.0,15,RENT,10000.0,MEDICAL,11.12,0.1,12.0,590,Yes,0
21.0,female,Master,72957.0,0,RENT,5000.0,VENTURE,8.49,0.07,2.0,641,Yes,0
28.0,female,High School,104397.0,1,MORTGAGE,16000.0,EDUCATION,14.09,0.15,6.0,567,Yes,0
29.0,female,High School,71800.0,8,RENT,7500.0,HOMEIMPROVEMENT,9.99,0.1,8.0,646,No,1
36.0,male,High School,64579.0,17,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.98,0.15,16.0,681,No,1
27.0,male,Associate,66185.0,4,RENT,4000.0,EDUCATION,10.74,0.06,5.0,573,No,0
41.0,female,High School,47966.0,19,RENT,5000.0,VENTURE,11.01,0.1,15.0,583,Yes,0
28.0,male,High School,77789.0,6,MORTGAGE,3086.0,EDUCATION,8.62,0.04,6.0,655,Yes,0
26.0,male,Bachelor,70408.0,6,RENT,6000.0,HOMEIMPROVEMENT,12.05,0.09,4.0,671,No,0
31.0,male,Bachelor,139123.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,6.92,0.11,8.0,643,Yes,0
25.0,male,Associate,156937.0,2,MORTGAGE,21000.0,VENTURE,13.16,0.13,3.0,542,Yes,0
28.0,female,Associate,63633.0,2,RENT,8400.0,VENTURE,9.12,0.13,5.0,536,Yes,0
26.0,female,Master,79169.0,0,RENT,10000.0,HOMEIMPROVEMENT,14.27,0.13,4.0,621,Yes,0
70.0,male,Bachelor,53308.0,50,MORTGAGE,7000.0,PERSONAL,11.66,0.13,24.0,651,Yes,0
29.0,female,Bachelor,72958.0,9,MORTGAGE,5000.0,PERSONAL,6.03,0.07,10.0,630,No,0
24.0,female,High School,57421.0,0,MORTGAGE,11000.0,PERSONAL,11.02,0.19,4.0,498,Yes,0
22.0,male,Master,121050.0,0,RENT,6000.0,EDUCATION,12.98,0.05,2.0,712,Yes,0
23.0,male,High School,39679.0,0,RENT,6000.0,MEDICAL,16.77,0.15,3.0,580,No,1
36.0,male,High School,121126.0,13,MORTGAGE,9350.0,MEDICAL,7.51,0.08,14.0,639,Yes,0
31.0,female,High School,104382.0,10,MORTGAGE,10274.0,VENTURE,11.49,0.1,9.0,674,No,0
24.0,male,Master,74877.0,1,RENT,15000.0,HOMEIMPROVEMENT,18.25,0.2,4.0,693,Yes,0
27.0,male,Associate,45646.0,4,MORTGAGE,8800.0,DEBTCONSOLIDATION,11.48,0.19,6.0,633,No,0
27.0,female,Bachelor,74312.0,9,MORTGAGE,6800.0,DEBTCONSOLIDATION,15.99,0.09,7.0,593,No,1
22.0,male,Master,34720.0,0,RENT,1000.0,HOMEIMPROVEMENT,16.29,0.03,3.0,599,No,1
23.0,female,Master,77101.0,0,RENT,6000.0,DEBTCONSOLIDATION,13.22,0.08,4.0,591,Yes,0
23.0,female,High School,35124.0,0,MORTGAGE,10000.0,EDUCATION,10.75,0.28,2.0,664,Yes,0
32.0,male,Associate,101608.0,10,RENT,15000.0,DEBTCONSOLIDATION,10.99,0.15,7.0,609,Yes,0
51.0,female,Associate,73207.0,29,MORTGAGE,7500.0,PERSONAL,11.01,0.1,23.0,720,Yes,0
22.0,male,Master,57160.0,0,OWN,11500.0,EDUCATION,7.51,0.2,4.0,675,No,0
26.0,male,Bachelor,59801.0,4,RENT,5000.0,EDUCATION,7.88,0.08,3.0,645,Yes,0
24.0,female,High School,130419.0,1,RENT,5000.0,EDUCATION,12.69,0.04,4.0,660,Yes,0
31.0,female,Associate,100659.0,11,RENT,6300.0,PERSONAL,10.65,0.06,5.0,701,Yes,0
30.0,male,High School,166680.0,10,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.99,0.06,10.0,619,No,1
29.0,male,Associate,106820.0,5,RENT,10000.0,HOMEIMPROVEMENT,7.51,0.09,5.0,601,Yes,0
24.0,male,High School,99274.0,0,MORTGAGE,20000.0,EDUCATION,11.16,0.2,3.0,641,Yes,0
29.0,female,High School,86017.0,5,RENT,12000.0,PERSONAL,11.8,0.14,7.0,578,No,0
38.0,male,Associate,132810.0,13,MORTGAGE,16000.0,VENTURE,6.14,0.12,13.0,596,Yes,0
24.0,female,Bachelor,88171.0,5,RENT,18598.0,HOMEIMPROVEMENT,8.51,0.21,2.0,709,No,1
30.0,female,Master,37403.0,8,RENT,4500.0,EDUCATION,13.92,0.12,8.0,672,Yes,0
24.0,female,Associate,54962.0,3,RENT,10000.0,EDUCATION,6.32,0.18,4.0,574,Yes,0
23.0,female,Bachelor,93070.0,1,MORTGAGE,4800.0,EDUCATION,7.51,0.05,4.0,672,Yes,0
27.0,male,Bachelor,58376.0,3,RENT,2800.0,VENTURE,7.49,0.05,10.0,671,Yes,0
28.0,female,Bachelor,100600.0,4,MORTGAGE,3600.0,MEDICAL,14.72,0.04,9.0,670,Yes,0
36.0,female,High School,63828.0,16,RENT,7000.0,DEBTCONSOLIDATION,13.85,0.11,11.0,710,No,1
43.0,female,Bachelor,73087.0,19,MORTGAGE,4800.0,MEDICAL,9.64,0.07,13.0,604,Yes,0
26.0,male,Associate,49641.0,3,MORTGAGE,6000.0,VENTURE,9.32,0.12,6.0,688,No,0
26.0,female,Associate,66875.0,2,MORTGAGE,5000.0,EDUCATION,16.82,0.07,4.0,659,No,0
23.0,female,Bachelor,169061.0,3,RENT,16000.0,VENTURE,14.18,0.09,3.0,676,Yes,0
25.0,male,Associate,78848.0,0,MORTGAGE,15000.0,PERSONAL,11.12,0.19,4.0,587,No,0
26.0,female,Associate,30909.0,0,OWN,8500.0,EDUCATION,6.75,0.28,3.0,577,No,0
25.0,female,Bachelor,87293.0,2,MORTGAGE,18000.0,PERSONAL,20.0,0.21,4.0,548,Yes,0
31.0,female,High School,112600.0,9,OWN,10000.0,EDUCATION,11.01,0.09,6.0,556,Yes,0
21.0,male,Associate,79093.0,0,RENT,6000.0,PERSONAL,7.68,0.08,3.0,617,Yes,0
32.0,male,Associate,59895.0,8,RENT,3763.0,DEBTCONSOLIDATION,14.66,0.06,13.0,684,No,1
26.0,female,High School,31149.0,0,RENT,3089.0,VENTURE,14.5,0.1,5.0,655,No,1
27.0,female,Master,223984.0,4,MORTGAGE,3700.0,HOMEIMPROVEMENT,10.99,0.02,5.0,688,No,0
25.0,male,Associate,37232.0,2,RENT,8500.0,EDUCATION,13.98,0.23,4.0,598,Yes,0
22.0,male,High School,85240.0,3,MORTGAGE,18000.0,EDUCATION,14.42,0.21,3.0,672,Yes,0
28.0,male,Associate,37103.0,1,RENT,14500.0,MEDICAL,11.14,0.39,8.0,608,No,1
28.0,male,Master,124825.0,6,MORTGAGE,4642.0,EDUCATION,9.26,0.04,6.0,646,No,0
24.0,male,Master,110953.0,0,RENT,25000.0,MEDICAL,15.33,0.23,2.0,662,No,1
34.0,female,Bachelor,234988.0,12,MORTGAGE,6000.0,VENTURE,14.27,0.03,8.0,517,Yes,0
30.0,female,Bachelor,93321.0,12,RENT,20000.0,VENTURE,12.42,0.21,8.0,660,Yes,0
28.0,female,Associate,65933.0,5,MORTGAGE,10000.0,VENTURE,9.99,0.15,9.0,651,Yes,0
30.0,female,High School,59396.0,9,MORTGAGE,8500.0,MEDICAL,12.03,0.14,10.0,679,Yes,0
24.0,male,Associate,103021.0,1,MORTGAGE,18000.0,HOMEIMPROVEMENT,11.19,0.17,4.0,647,Yes,0
44.0,male,Bachelor,143826.0,20,RENT,5900.0,DEBTCONSOLIDATION,6.17,0.04,14.0,650,Yes,0
23.0,female,Associate,44045.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.18,0.23,4.0,579,Yes,0
23.0,male,Bachelor,95036.0,0,RENT,13952.0,VENTURE,13.04,0.15,3.0,702,No,0
28.0,male,Master,54716.0,5,RENT,10000.0,MEDICAL,16.24,0.18,5.0,686,No,0
24.0,female,Bachelor,53826.0,2,MORTGAGE,2000.0,EDUCATION,5.79,0.04,3.0,660,No,0
27.0,male,High School,144731.0,7,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.07,0.17,10.0,650,Yes,0
25.0,female,Associate,48647.0,0,RENT,2400.0,EDUCATION,5.42,0.05,3.0,608,Yes,0
32.0,male,Associate,55160.0,8,RENT,15000.0,PERSONAL,12.18,0.27,6.0,647,No,1
33.0,male,Associate,23529.0,8,OWN,3500.0,DEBTCONSOLIDATION,13.16,0.15,6.0,607,No,1
27.0,male,Doctorate,72857.0,3,RENT,25000.0,PERSONAL,11.01,0.34,9.0,683,No,1
27.0,female,Associate,57393.0,7,MORTGAGE,6500.0,VENTURE,12.87,0.11,6.0,587,Yes,0
37.0,male,Bachelor,51543.0,17,RENT,2000.0,DEBTCONSOLIDATION,14.28,0.04,15.0,638,Yes,0
25.0,male,High School,145174.0,0,RENT,4800.0,PERSONAL,14.22,0.03,3.0,542,Yes,0
21.0,male,High School,39284.0,0,RENT,15000.0,PERSONAL,15.27,0.38,3.0,644,No,1
24.0,male,Master,21286.0,0,RENT,4375.0,DEBTCONSOLIDATION,9.99,0.21,2.0,578,No,1
